[2014/09/12 20:40:11] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42995, 46058)
[2014/09/15 13:54:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1582, 1674). Elapsed time: 01:54:28
[2014/09/15 13:54:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21391, 21483)
[2014/09/15 13:54:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21298, 21390)
[2014/09/15 13:54:59] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9859, 9951). Elapsed time: 01:55:15
[2014/09/15 13:55:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21484, 21576)
[2014/09/15 13:55:17] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10045, 10137). Elapsed time: 01:55:30
[2014/09/15 13:55:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10696, 10788). Elapsed time: 01:55:32
[2014/09/15 13:55:19] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10510, 10602). Elapsed time: 01:55:33
[2014/09/15 13:55:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21670, 21762)
[2014/09/15 13:55:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21763, 21855)
[2014/09/15 13:56:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 838, 930). Elapsed time: 01:56:28
[2014/09/15 13:56:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7255, 7347). Elapsed time: 01:56:29
[2014/09/15 13:56:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21949, 22041)
[2014/09/15 13:56:32] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4372, 4464). Elapsed time: 01:56:45
[2014/09/15 13:56:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22042, 22134)
[2014/09/15 13:56:43] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3907, 3999). Elapsed time: 01:56:57
[2014/09/15 13:56:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22135, 22227)
[2014/09/15 13:57:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7534, 7626). Elapsed time: 01:57:21
[2014/09/15 13:57:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22228, 22320)
[2014/09/15 13:57:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5860, 5952). Elapsed time: 01:57:27
[2014/09/15 13:57:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22321, 22413)
[2014/09/15 13:58:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4465, 4557). Elapsed time: 01:58:25
[2014/09/15 13:58:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22414, 22506)
[2014/09/15 13:58:35] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10417, 10509). Elapsed time: 01:58:49
[2014/09/15 13:58:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22507, 22599)
[2014/09/15 13:58:51] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7627, 7719). Elapsed time: 01:59:08
[2014/09/15 13:58:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22600, 22692)
[2014/09/15 13:58:59] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10603, 10695). Elapsed time: 01:59:14
[2014/09/15 13:59:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11533, 11625). Elapsed time: 01:59:26
[2014/09/15 13:59:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22693, 22785)
[2014/09/15 13:59:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4279, 4371). Elapsed time: 01:59:25
[2014/09/15 13:59:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22879, 22971)
[2014/09/15 13:59:44] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10138, 10230). Elapsed time: 01:59:58
[2014/09/15 13:59:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22972, 23064)
[2014/09/15 14:00:50] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4744, 4836). Elapsed time: 02:01:04
[2014/09/15 14:00:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23065, 23157)
[2014/09/15 14:01:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11440, 11532). Elapsed time: 02:01:55
[2014/09/15 14:01:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23158, 23250)
[2014/09/15 14:02:30] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3349, 3441). Elapsed time: 02:02:44
[2014/09/15 14:02:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23251, 23343)
[2014/09/15 14:02:56] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8929, 9021). Elapsed time: 02:03:10
[2014/09/15 14:03:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12091, 12183). Elapsed time: 02:03:20
[2014/09/15 14:03:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23344, 23436)
[2014/09/15 14:03:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23437, 23529)
[2014/09/15 14:03:27] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13207, 13299). Elapsed time: 02:03:43
[2014/09/15 14:03:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23530, 23622)
[2014/09/15 14:04:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3814, 3906). Elapsed time: 02:04:15
[2014/09/15 14:04:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2884, 2976). Elapsed time: 02:04:20
[2014/09/15 14:04:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23716, 23808)
[2014/09/15 14:04:26] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9022, 9114). Elapsed time: 02:04:41
[2014/09/15 14:04:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23809, 23901)
[2014/09/15 14:05:15] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5302, 5394). Elapsed time: 02:05:31
[2014/09/15 14:05:19] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5116, 5208). Elapsed time: 02:05:34
[2014/09/15 14:05:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23995, 24087)
[2014/09/15 14:05:30] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11626, 11718). Elapsed time: 02:05:46
[2014/09/15 14:05:40] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24088, 24180)
[2014/09/15 14:06:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9115, 9207). Elapsed time: 02:06:17
[2014/09/15 14:06:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24181, 24273)
[2014/09/15 14:06:17] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5209, 5301). Elapsed time: 02:06:31
[2014/09/15 14:06:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24274, 24366)
[2014/09/15 14:06:33] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3442, 3534). Elapsed time: 02:06:47
[2014/09/15 14:06:35] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4837, 4929). Elapsed time: 02:06:51
[2014/09/15 14:06:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24460, 24552)
[2014/09/15 14:06:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24367, 24459)
[2014/09/15 14:06:44] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12370, 12462). Elapsed time: 02:06:59
[2014/09/15 14:06:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24553, 24645)
[2014/09/15 14:07:45] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4558, 4650). Elapsed time: 02:08:00
[2014/09/15 14:07:47] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12184, 12276). Elapsed time: 02:08:02
[2014/09/15 14:07:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24646, 24738)
[2014/09/15 14:08:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10324, 10416). Elapsed time: 02:08:18
[2014/09/15 14:08:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24832, 24924)
[2014/09/15 14:08:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5023, 5115). Elapsed time: 02:08:25
[2014/09/15 14:08:24] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24925, 25017)
[2014/09/15 14:08:25] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9766, 9858). Elapsed time: 02:08:41
[2014/09/15 14:08:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12277, 12369). Elapsed time: 02:08:52
[2014/09/15 14:08:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25018, 25110)
[2014/09/15 14:08:54] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25111, 25203)
[2014/09/15 14:11:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9673, 9765). Elapsed time: 02:11:17
[2014/09/15 14:11:09] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25204, 25296)
