Start runing encode (mbh, keyframe-5, devel2013, 1, 33) at 13-Sep-2013 11:06:17
Start runing encode (mbh, keyframe-5, devel2013, 6469, 6501) at 13-Sep-2013 11:54:42
Start runing encode (mbh, keyframe-5, devel2013, 6436, 6468) at 13-Sep-2013 11:54:43
Finish runing encode (mbh, keyframe-5, devel2013, 3466, 3498) at 13-Sep-2013 11:54:57
Finish runing encode (mbh, keyframe-5, devel2013, 5215, 5247) at 13-Sep-2013 11:54:59
Finish runing encode (mbh, keyframe-5, devel2013, 3235, 3267) at 13-Sep-2013 11:55:01
Finish runing encode (mbh, keyframe-5, devel2013, 5512, 5544) at 13-Sep-2013 11:55:06
Start runing encode (mbh, keyframe-5, devel2013, 6634, 6666) at 13-Sep-2013 11:55:12
Start runing encode (mbh, keyframe-5, devel2013, 6568, 6600) at 13-Sep-2013 11:55:13
Start runing encode (mbh, keyframe-5, devel2013, 6601, 6633) at 13-Sep-2013 11:55:13
Start runing encode (mbh, keyframe-5, devel2013, 6535, 6567) at 13-Sep-2013 11:55:13
Start runing encode (mbh, keyframe-5, devel2013, 6502, 6534) at 13-Sep-2013 11:55:13
Finish runing encode (mbh, keyframe-5, devel2013, 3565, 3597) at 13-Sep-2013 11:55:16
Start runing encode (mbh, keyframe-5, devel2013, 6667, 6699) at 13-Sep-2013 11:55:28
Start runing encode (mbh, keyframe-5, devel2013, 6700, 6732) at 13-Sep-2013 11:55:30
Start runing encode (mbh, keyframe-5, devel2013, 6733, 6765) at 13-Sep-2013 11:55:43
Finish runing encode (mbh, keyframe-5, devel2013, 5413, 5445) at 13-Sep-2013 11:55:56
Start runing encode (mbh, keyframe-5, devel2013, 6766, 6798) at 13-Sep-2013 11:55:57
Start runing encode (mbh, keyframe-5, devel2013, 6799, 6831) at 13-Sep-2013 11:55:58
Finish runing encode (mbh, keyframe-5, devel2013, 4291, 4323) at 13-Sep-2013 11:56:03
Start runing encode (mbh, keyframe-5, devel2013, 6898, 6930) at 13-Sep-2013 11:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6865, 6897) at 13-Sep-2013 11:56:13
Finish runing encode (mbh, keyframe-5, devel2013, 4324, 4356) at 13-Sep-2013 11:56:20
Start runing encode (mbh, keyframe-5, devel2013, 6931, 6963) at 13-Sep-2013 11:56:28
Finish runing encode (mbh, keyframe-5, devel2013, 3697, 3729) at 13-Sep-2013 11:56:29
Start runing encode (mbh, keyframe-5, devel2013, 6964, 6996) at 13-Sep-2013 11:56:29
Finish runing encode (mbh, keyframe-5, devel2013, 2575, 2607) at 13-Sep-2013 11:56:41
Start runing encode (mbh, keyframe-5, devel2013, 7030, 7062) at 13-Sep-2013 11:56:43
Start runing encode (mbh, keyframe-5, devel2013, 6997, 7029) at 13-Sep-2013 11:56:43
Finish runing encode (mbh, keyframe-5, devel2013, 5116, 5148) at 13-Sep-2013 11:56:47
Start runing encode (mbh, keyframe-5, devel2013, 7063, 7095) at 13-Sep-2013 11:56:57
Finish runing encode (mbh, keyframe-5, devel2013, 5611, 5643) at 13-Sep-2013 11:57:07
Finish runing encode (mbh, keyframe-5, devel2013, 4918, 4950) at 13-Sep-2013 11:57:11
Start runing encode (mbh, keyframe-5, devel2013, 7096, 7128) at 13-Sep-2013 11:57:13
Start runing encode (mbh, keyframe-5, devel2013, 7162, 7194) at 13-Sep-2013 11:57:28
Start runing encode (mbh, keyframe-5, devel2013, 7129, 7161) at 13-Sep-2013 11:57:28
Start runing encode (mbh, keyframe-5, devel2013, 7195, 7227) at 13-Sep-2013 11:57:28
Finish runing encode (mbh, keyframe-5, devel2013, 5875, 5907) at 13-Sep-2013 11:57:28
Start runing encode (mbh, keyframe-5, devel2013, 7261, 7293) at 13-Sep-2013 11:57:42
Start runing encode (mbh, keyframe-5, devel2013, 7228, 7260) at 13-Sep-2013 11:57:43
Start runing encode (mbh, keyframe-5, devel2013, 7294, 7326) at 13-Sep-2013 11:57:43
Start runing encode (mbh, keyframe-5, devel2013, 7327, 7359) at 13-Sep-2013 11:57:57
Finish runing encode (mbh, keyframe-5, devel2013, 3829, 3861) at 13-Sep-2013 11:58:10
Start runing encode (mbh, keyframe-5, devel2013, 7360, 7392) at 13-Sep-2013 11:58:28
Start runing encode (mbh, keyframe-5, devel2013, 7393, 7425) at 13-Sep-2013 11:58:43
Finish runing encode (mbh, keyframe-5, devel2013, 3994, 4026) at 13-Sep-2013 11:58:52
Start runing encode (mbh, keyframe-5, devel2013, 7426, 7458) at 13-Sep-2013 11:58:58
Start runing encode (mbh, keyframe-5, devel2013, 7459, 7491) at 13-Sep-2013 11:58:58
Finish runing encode (mbh, keyframe-5, devel2013, 3895, 3927) at 13-Sep-2013 11:59:08
Start runing encode (mbh, keyframe-5, devel2013, 7492, 7524) at 13-Sep-2013 11:59:13
Start runing encode (mbh, keyframe-5, devel2013, 7525, 7557) at 13-Sep-2013 11:59:13
Finish runing encode (mbh, keyframe-5, devel2013, 3928, 3960) at 13-Sep-2013 11:59:17
Finish runing encode (mbh, keyframe-5, devel2013, 4555, 4587) at 13-Sep-2013 11:59:17
Finish runing encode (mbh, keyframe-5, devel2013, 3433, 3465) at 13-Sep-2013 11:59:19
Finish runing encode (mbh, keyframe-5, devel2013, 5842, 5874) at 13-Sep-2013 11:59:20
Start runing encode (mbh, keyframe-5, devel2013, 7558, 7590) at 13-Sep-2013 11:59:28
Start runing encode (mbh, keyframe-5, devel2013, 7624, 7656) at 13-Sep-2013 11:59:28
Start runing encode (mbh, keyframe-5, devel2013, 7591, 7623) at 13-Sep-2013 11:59:28
Finish runing encode (mbh, keyframe-5, devel2013, 3796, 3828) at 13-Sep-2013 11:59:32
Finish runing encode (mbh, keyframe-5, devel2013, 2278, 2310) at 13-Sep-2013 11:59:34
Start runing encode (mbh, keyframe-5, devel2013, 7690, 7722) at 13-Sep-2013 11:59:43
Start runing encode (mbh, keyframe-5, devel2013, 7723, 7755) at 13-Sep-2013 11:59:43
Start runing encode (mbh, keyframe-5, devel2013, 7657, 7689) at 13-Sep-2013 11:59:44
Start runing encode (mbh, keyframe-5, devel2013, 7756, 7788) at 13-Sep-2013 11:59:57
Start runing encode (mbh, keyframe-5, devel2013, 7789, 7821) at 13-Sep-2013 11:59:58
Finish runing encode (mbh, keyframe-5, devel2013, 5677, 5709) at 13-Sep-2013 12:00:20
Finish runing encode (mbh, keyframe-5, devel2013, 4027, 4059) at 13-Sep-2013 12:00:23
Start runing encode (mbh, keyframe-5, devel2013, 7855, 7887) at 13-Sep-2013 12:00:28
Start runing encode (mbh, keyframe-5, devel2013, 7888, 7920) at 13-Sep-2013 12:00:29
Start runing encode (mbh, keyframe-5, devel2013, 7822, 7854) at 13-Sep-2013 12:00:29
Finish runing encode (mbh, keyframe-5, devel2013, 5578, 5610) at 13-Sep-2013 12:00:36
Start runing encode (mbh, keyframe-5, devel2013, 7954, 7986) at 13-Sep-2013 12:00:42
Start runing encode (mbh, keyframe-5, devel2013, 7987, 8019) at 13-Sep-2013 12:00:43
Finish runing encode (mbh, keyframe-5, devel2013, 3136, 3168) at 13-Sep-2013 12:00:44
Finish runing encode (mbh, keyframe-5, devel2013, 3631, 3663) at 13-Sep-2013 12:00:57
Start runing encode (mbh, keyframe-5, devel2013, 8020, 8052) at 13-Sep-2013 12:00:57
Finish runing encode (mbh, keyframe-5, devel2013, 4126, 4158) at 13-Sep-2013 12:00:58
Start runing encode (mbh, keyframe-5, devel2013, 8053, 8085) at 13-Sep-2013 12:01:13
Start runing encode (mbh, keyframe-5, devel2013, 8086, 8118) at 13-Sep-2013 12:01:13
Start runing encode (mbh, keyframe-5, devel2013, 8119, 8151) at 13-Sep-2013 12:01:28
Start runing encode (mbh, keyframe-5, devel2013, 8152, 8184) at 13-Sep-2013 12:01:29
Start runing encode (mbh, keyframe-5, devel2013, 8185, 8217) at 13-Sep-2013 12:01:43
Finish runing encode (mbh, keyframe-5, devel2013, 6205, 6237) at 13-Sep-2013 12:01:48
Finish runing encode (mbh, keyframe-5, devel2013, 5314, 5346) at 13-Sep-2013 12:01:49
Start runing encode (mbh, keyframe-5, devel2013, 8284, 8316) at 13-Sep-2013 12:01:57
Start runing encode (mbh, keyframe-5, devel2013, 8251, 8283) at 13-Sep-2013 12:01:58
Start runing encode (mbh, keyframe-5, devel2013, 8218, 8250) at 13-Sep-2013 12:01:58
Start runing encode (mbh, keyframe-5, devel2013, 8317, 8349) at 13-Sep-2013 12:01:59
Finish runing encode (mbh, keyframe-5, devel2013, 5974, 6006) at 13-Sep-2013 12:01:59
Start runing encode (mbh, keyframe-5, devel2013, 8416, 8448) at 13-Sep-2013 12:02:12
Start runing encode (mbh, keyframe-5, devel2013, 8350, 8382) at 13-Sep-2013 12:02:13
Start runing encode (mbh, keyframe-5, devel2013, 8383, 8415) at 13-Sep-2013 12:02:13
Finish runing encode (mbh, keyframe-5, devel2013, 5347, 5379) at 13-Sep-2013 12:02:37
Start runing encode (mbh, keyframe-5, devel2013, 8482, 8514) at 13-Sep-2013 12:02:43
Start runing encode (mbh, keyframe-5, devel2013, 8449, 8481) at 13-Sep-2013 12:02:43
Finish runing encode (mbh, keyframe-5, devel2013, 5083, 5115) at 13-Sep-2013 12:02:57
Finish runing encode (mbh, keyframe-5, devel2013, 5017, 5049) at 13-Sep-2013 12:03:04
Start runing encode (mbh, keyframe-5, devel2013, 8614, 8646) at 13-Sep-2013 12:03:12
Start runing encode (mbh, keyframe-5, devel2013, 8548, 8580) at 13-Sep-2013 12:03:13
Start runing encode (mbh, keyframe-5, devel2013, 8581, 8613) at 13-Sep-2013 12:03:13
Finish runing encode (mbh, keyframe-5, devel2013, 2905, 2937) at 13-Sep-2013 12:03:14
Finish runing encode (mbh, keyframe-5, devel2013, 5644, 5676) at 13-Sep-2013 12:03:16
Start runing encode (mbh, keyframe-5, devel2013, 8680, 8712) at 13-Sep-2013 12:03:28
Start runing encode (mbh, keyframe-5, devel2013, 8647, 8679) at 13-Sep-2013 12:03:29
Finish runing encode (mbh, keyframe-5, devel2013, 5380, 5412) at 13-Sep-2013 12:03:47
Finish runing encode (mbh, keyframe-5, devel2013, 6304, 6336) at 13-Sep-2013 12:03:49
Start runing encode (mbh, keyframe-5, devel2013, 8746, 8778) at 13-Sep-2013 12:03:57
Start runing encode (mbh, keyframe-5, devel2013, 8713, 8745) at 13-Sep-2013 12:03:58
Start runing encode (mbh, keyframe-5, devel2013, 8812, 8844) at 13-Sep-2013 12:04:13
Finish runing encode (mbh, keyframe-5, devel2013, 6172, 6204) at 13-Sep-2013 12:04:20
Start runing encode (mbh, keyframe-5, devel2013, 8845, 8877) at 13-Sep-2013 12:04:28
Finish runing encode (mbh, keyframe-5, devel2013, 8086, 8118) at 13-Sep-2013 12:04:37
Start runing encode (mbh, keyframe-5, devel2013, 8878, 8910) at 13-Sep-2013 12:04:42
Finish runing encode (mbh, keyframe-5, devel2013, 4720, 4752) at 13-Sep-2013 12:04:44
Start runing encode (mbh, keyframe-5, devel2013, 8911, 8943) at 13-Sep-2013 12:04:58
Finish runing encode (mbh, keyframe-5, devel2013, 8185, 8217) at 13-Sep-2013 12:05:09
Start runing encode (mbh, keyframe-5, devel2013, 8944, 8976) at 13-Sep-2013 12:05:13
Start runing encode (mbh, keyframe-5, devel2013, 8977, 9009) at 13-Sep-2013 12:05:13
Finish runing encode (mbh, keyframe-5, devel2013, 4621, 4653) at 13-Sep-2013 12:05:25
Finish runing encode (mbh, keyframe-5, devel2013, 5281, 5313) at 13-Sep-2013 12:05:26
Finish runing encode (mbh, keyframe-5, devel2013, 4093, 4125) at 13-Sep-2013 12:05:30
Finish runing encode (mbh, keyframe-5, devel2013, 5776, 5808) at 13-Sep-2013 12:05:36
Start runing encode (mbh, keyframe-5, devel2013, 9043, 9075) at 13-Sep-2013 12:05:43
Start runing encode (mbh, keyframe-5, devel2013, 9010, 9042) at 13-Sep-2013 12:05:43
Finish runing encode (mbh, keyframe-5, devel2013, 7789, 7821) at 13-Sep-2013 12:05:45
Start runing encode (mbh, keyframe-5, devel2013, 9142, 9174) at 13-Sep-2013 12:05:58
Start runing encode (mbh, keyframe-5, devel2013, 9109, 9141) at 13-Sep-2013 12:05:59
Finish runing encode (mbh, keyframe-5, devel2013, 4885, 4917) at 13-Sep-2013 12:06:03
Finish runing encode (mbh, keyframe-5, devel2013, 4753, 4785) at 13-Sep-2013 12:06:08
Finish runing encode (mbh, keyframe-5, devel2013, 7591, 7623) at 13-Sep-2013 12:06:12
Start runing encode (mbh, keyframe-5, devel2013, 9175, 9207) at 13-Sep-2013 12:06:13
Finish runing encode (mbh, keyframe-5, devel2013, 4390, 4422) at 13-Sep-2013 12:06:15
Finish runing encode (mbh, keyframe-5, devel2013, 3664, 3696) at 13-Sep-2013 12:06:24
Start runing encode (mbh, keyframe-5, devel2013, 9208, 9240) at 13-Sep-2013 12:06:28
Start runing encode (mbh, keyframe-5, devel2013, 9241, 9273) at 13-Sep-2013 12:06:28
Start runing encode (mbh, keyframe-5, devel2013, 9307, 9339) at 13-Sep-2013 12:06:29
Finish runing encode (mbh, keyframe-5, devel2013, 4687, 4719) at 13-Sep-2013 12:06:35
Start runing encode (mbh, keyframe-5, devel2013, 9340, 9372) at 13-Sep-2013 12:06:43
Finish runing encode (mbh, keyframe-5, devel2013, 4192, 4224) at 13-Sep-2013 12:06:52
Finish runing encode (mbh, keyframe-5, devel2013, 4060, 4092) at 13-Sep-2013 12:07:05
Start runing encode (mbh, keyframe-5, devel2013, 9373, 9405) at 13-Sep-2013 12:07:13
Finish runing encode (mbh, keyframe-5, devel2013, 3862, 3894) at 13-Sep-2013 12:07:13
Finish runing encode (mbh, keyframe-5, devel2013, 7426, 7458) at 13-Sep-2013 12:07:18
Finish runing encode (mbh, keyframe-5, devel2013, 6568, 6600) at 13-Sep-2013 12:07:21
Finish runing encode (mbh, keyframe-5, devel2013, 6238, 6270) at 13-Sep-2013 12:07:21
Finish runing encode (mbh, keyframe-5, devel2013, 7327, 7359) at 13-Sep-2013 12:07:25
Start runing encode (mbh, keyframe-5, devel2013, 9472, 9504) at 13-Sep-2013 12:07:27
Start runing encode (mbh, keyframe-5, devel2013, 9406, 9438) at 13-Sep-2013 12:07:28
Start runing encode (mbh, keyframe-5, devel2013, 9505, 9537) at 13-Sep-2013 12:07:29
Start runing encode (mbh, keyframe-5, devel2013, 9439, 9471) at 13-Sep-2013 12:07:29
Start runing encode (mbh, keyframe-5, devel2013, 9538, 9570) at 13-Sep-2013 12:07:43
Finish runing encode (mbh, keyframe-5, devel2013, 8119, 8151) at 13-Sep-2013 12:07:45
Finish runing encode (mbh, keyframe-5, devel2013, 4423, 4455) at 13-Sep-2013 12:07:49
Finish runing encode (mbh, keyframe-5, devel2013, 6139, 6171) at 13-Sep-2013 12:07:50
Start runing encode (mbh, keyframe-5, devel2013, 9571, 9603) at 13-Sep-2013 12:07:58
Start runing encode (mbh, keyframe-5, devel2013, 9604, 9636) at 13-Sep-2013 12:07:58
Finish runing encode (mbh, keyframe-5, devel2013, 7294, 7326) at 13-Sep-2013 12:08:04
Finish runing encode (mbh, keyframe-5, devel2013, 7723, 7755) at 13-Sep-2013 12:08:06
Start runing encode (mbh, keyframe-5, devel2013, 9637, 9669) at 13-Sep-2013 12:08:13
Start runing encode (mbh, keyframe-5, devel2013, 9670, 9702) at 13-Sep-2013 12:08:14
Start runing encode (mbh, keyframe-5, devel2013, 9769, 9801) at 13-Sep-2013 12:08:28
Finish runing encode (mbh, keyframe-5, devel2013, 3598, 3630) at 13-Sep-2013 12:08:37
Finish runing encode (mbh, keyframe-5, devel2013, 5479, 5511) at 13-Sep-2013 12:08:48
Start runing encode (mbh, keyframe-5, devel2013, 9802, 9834) at 13-Sep-2013 12:08:58
Finish runing encode (mbh, keyframe-5, devel2013, 5743, 5775) at 13-Sep-2013 12:08:59
Finish runing encode (mbh, keyframe-5, devel2013, 5545, 5577) at 13-Sep-2013 12:09:03
Finish runing encode (mbh, keyframe-5, devel2013, 6766, 6798) at 13-Sep-2013 12:09:03
Finish runing encode (mbh, keyframe-5, devel2013, 4159, 4191) at 13-Sep-2013 12:09:06
Finish runing encode (mbh, keyframe-5, devel2013, 3730, 3762) at 13-Sep-2013 12:09:09
Finish runing encode (mbh, keyframe-5, devel2013, 4258, 4290) at 13-Sep-2013 12:09:11
Finish runing encode (mbh, keyframe-5, devel2013, 6271, 6303) at 13-Sep-2013 12:09:12
Start runing encode (mbh, keyframe-5, devel2013, 9967, 9999) at 13-Sep-2013 12:09:13
Start runing encode (mbh, keyframe-5, devel2013, 9934, 9966) at 13-Sep-2013 12:09:13
Start runing encode (mbh, keyframe-5, devel2013, 9835, 9867) at 13-Sep-2013 12:09:13
3
Start runing encode (mbh, keyframe-5, devel2013, 9868, 9900) at 13-Sep-2013 12:09:13
Start runing encode (mbh, keyframe-5, devel2013, 10033, 10065) at 13-Sep-2013 12:09:28
Finish runing encode (mbh, keyframe-5, devel2013, 7525, 7557) at 13-Sep-2013 12:09:40
Start runing encode (mbh, keyframe-5, devel2013, 10066, 10098) at 13-Sep-2013 12:09:43
Finish runing encode (mbh, keyframe-5, devel2013, 6469, 6501) at 13-Sep-2013 12:09:50
Start runing encode (mbh, keyframe-5, devel2013, 10099, 10131) at 13-Sep-2013 12:09:58
Finish runing encode (mbh, keyframe-5, devel2013, 6370, 6402) at 13-Sep-2013 12:10:03
Start runing encode (mbh, keyframe-5, devel2013, 10132, 10164) at 13-Sep-2013 12:10:13
Finish runing encode (mbh, keyframe-5, devel2013, 4852, 4884) at 13-Sep-2013 12:10:19
Finish runing encode (mbh, keyframe-5, devel2013, 6502, 6534) at 13-Sep-2013 12:10:22
Finish runing encode (mbh, keyframe-5, devel2013, 5050, 5082) at 13-Sep-2013 12:10:26
Finish runing encode (mbh, keyframe-5, devel2013, 6007, 6039) at 13-Sep-2013 12:10:26
Finish runing encode (mbh, keyframe-5, devel2013, 5809, 5841) at 13-Sep-2013 12:10:27
Finish runing encode (mbh, keyframe-5, devel2013, 3763, 3795) at 13-Sep-2013 12:10:28
Start runing encode (mbh, keyframe-5, devel2013, 10165, 10197) at 13-Sep-2013 12:10:29
Finish runing encode (mbh, keyframe-5, devel2013, 6403, 6435) at 13-Sep-2013 12:10:33
Start runing encode (mbh, keyframe-5, devel2013, 10330, 10362) at 13-Sep-2013 12:10:43
Start runing encode (mbh, keyframe-5, devel2013, 10297, 10329) at 13-Sep-2013 12:10:43
Start runing encode (mbh, keyframe-5, devel2013, 10198, 10230) at 13-Sep-2013 12:10:43
Start runing encode (mbh, keyframe-5, devel2013, 10231, 10263) at 13-Sep-2013 12:10:43
Finish runing encode (mbh, keyframe-5, devel2013, 7261, 7293) at 13-Sep-2013 12:10:47
Finish runing encode (mbh, keyframe-5, devel2013, 6898, 6930) at 13-Sep-2013 12:10:50
Start runing encode (mbh, keyframe-5, devel2013, 10396, 10428) at 13-Sep-2013 12:10:58
Start runing encode (mbh, keyframe-5, devel2013, 10363, 10395) at 13-Sep-2013 12:10:59
Finish runing encode (mbh, keyframe-5, devel2013, 6073, 6105) at 13-Sep-2013 12:11:10
Start runing encode (mbh, keyframe-5, devel2013, 10429, 10461) at 13-Sep-2013 12:11:12
Start runing encode (mbh, keyframe-5, devel2013, 10495, 10527) at 13-Sep-2013 12:11:13
Start runing encode (mbh, keyframe-5, devel2013, 10462, 10494) at 13-Sep-2013 12:11:13
Finish runing encode (mbh, keyframe-5, devel2013, 8548, 8580) at 13-Sep-2013 12:11:15
Finish runing encode (mbh, keyframe-5, devel2013, 5710, 5742) at 13-Sep-2013 12:11:34
Start runing encode (mbh, keyframe-5, devel2013, 10528, 10560) at 13-Sep-2013 12:11:43
Finish runing encode (mbh, keyframe-5, devel2013, 5248, 5280) at 13-Sep-2013 12:11:48
Finish runing encode (mbh, keyframe-5, devel2013, 5941, 5973) at 13-Sep-2013 12:11:48
Start runing encode (mbh, keyframe-5, devel2013, 10561, 10593) at 13-Sep-2013 12:11:57
Start runing encode (mbh, keyframe-5, devel2013, 10594, 10626) at 13-Sep-2013 12:12:12
Finish runing encode (mbh, keyframe-5, devel2013, 5446, 5478) at 13-Sep-2013 12:12:27
Finish runing encode (mbh, keyframe-5, devel2013, 6799, 6831) at 13-Sep-2013 12:12:35
Finish runing encode (mbh, keyframe-5, devel2013, 6667, 6699) at 13-Sep-2013 12:12:40
Finish runing encode (mbh, keyframe-5, devel2013, 4357, 4389) at 13-Sep-2013 12:12:41
Finish runing encode (mbh, keyframe-5, devel2013, 8416, 8448) at 13-Sep-2013 12:12:41
Start runing encode (mbh, keyframe-5, devel2013, 10627, 10659) at 13-Sep-2013 12:12:43
Start runing encode (mbh, keyframe-5, devel2013, 10693, 10725) at 13-Sep-2013 12:12:43
Start runing encode (mbh, keyframe-5, devel2013, 10726, 10758) at 13-Sep-2013 12:12:43
Start runing encode (mbh, keyframe-5, devel2013, 10660, 10692) at 13-Sep-2013 12:12:43
Finish runing encode (mbh, keyframe-5, devel2013, 9340, 9372) at 13-Sep-2013 12:12:56
Start runing encode (mbh, keyframe-5, devel2013, 10759, 10791) at 13-Sep-2013 12:12:58
Start runing encode (mbh, keyframe-5, devel2013, 10792, 10824) at 13-Sep-2013 12:12:58
Finish runing encode (mbh, keyframe-5, devel2013, 5908, 5940) at 13-Sep-2013 12:13:08
Finish runing encode (mbh, keyframe-5, devel2013, 7690, 7722) at 13-Sep-2013 12:13:09
Start runing encode (mbh, keyframe-5, devel2013, 10858, 10890) at 13-Sep-2013 12:13:13
Start runing encode (mbh, keyframe-5, devel2013, 10825, 10857) at 13-Sep-2013 12:13:13
Start runing encode (mbh, keyframe-5, devel2013, 10924, 10956) at 13-Sep-2013 12:13:13
Start runing encode (mbh, keyframe-5, devel2013, 10891, 10923) at 13-Sep-2013 12:13:13
Finish runing encode (mbh, keyframe-5, devel2013, 7921, 7953) at 13-Sep-2013 12:13:13
Finish runing encode (mbh, keyframe-5, devel2013, 9274, 9306) at 13-Sep-2013 12:13:25
Start runing encode (mbh, keyframe-5, devel2013, 10957, 10989) at 13-Sep-2013 12:13:28
Finish runing encode (mbh, keyframe-5, devel2013, 5149, 5181) at 13-Sep-2013 12:13:43
Finish runing encode (mbh, keyframe-5, devel2013, 7195, 7227) at 13-Sep-2013 12:13:44
Finish runing encode (mbh, keyframe-5, devel2013, 7063, 7095) at 13-Sep-2013 12:13:49
Finish runing encode (mbh, keyframe-5, devel2013, 8977, 9009) at 13-Sep-2013 12:13:50
Finish runing encode (mbh, keyframe-5, devel2013, 6964, 6996) at 13-Sep-2013 12:13:56
Start runing encode (mbh, keyframe-5, devel2013, 11023, 11055) at 13-Sep-2013 12:13:57
Start runing encode (mbh, keyframe-5, devel2013, 11089, 11121) at 13-Sep-2013 12:13:58
Start runing encode (mbh, keyframe-5, devel2013, 11056, 11088) at 13-Sep-2013 12:13:58
